,NP-chunks
A_Quiet_Place_23,"[('good', 'JJ'), ('horror', 'NN')]"
A_Quiet_Place_23,"[('Post', 'NNP')]"
A_Quiet_Place_23,"[('Apocalyptic', 'JJ'), ('creature', 'NN')]"
A_Quiet_Place_23,"[('The', 'DT'), ('Mist', 'NNP')]"
A_Quiet_Place_23,"[('house', 'NN')]"
A_Quiet_Place_23,"[('Place', 'NNP')]"
A_Quiet_Place_23,"[('a', 'DT'), ('great', 'JJ'), ('idea', 'NN')]"
A_Quiet_Place_23,"[('a', 'DT'), ('good', 'JJ'), ('horror', 'NN')]"
A_Quiet_Place_23,"[('movie', 'NN')]"
A_Quiet_Place_24,"[('Place', 'NNP')]"
A_Quiet_Place_24,"[('critical', 'JJ'), ('smash', 'NN')]"
A_Quiet_Place_24,"[('an', 'DT'), ('achievement', 'NN')]"
A_Quiet_Place_24,"[('horror', 'NN')]"
A_Quiet_Place_24,"[('NOT', 'NNP')]"
A_Quiet_Place_24,"[('a', 'DT'), ('horror', 'JJ'), ('movie', 'NN')]"
A_Quiet_Place_24,"[('buff', 'NN')]"
A_Quiet_Place_24,"[('Place', 'NNP')]"
A_Quiet_Place_24,"[('Film', 'NNP')]"
A_Quiet_Place_24,"[('Scary', 'NNP')]"
A_Quiet_Place_24,"[('Affecting', 'NNP')]"
A_Quiet_Place_24,"[('totality', 'NN')]"
A_Quiet_Place_24,"[('Place', 'NNP')]"
A_Quiet_Place_24,"[('Synopsis', 'NNP')]"
A_Quiet_Place_24,"[('A', 'DT'), ('family', 'NN')]"
A_Quiet_Place_24,"[('silence', 'NN')]"
A_Quiet_Place_24,"[('hunt', 'NN')]"
A_Quiet_Place_24,"[('sound', 'NN')]"
A_Quiet_Place_24,"[('John', 'NNP'), ('Krasinski', 'NNP')]"
A_Quiet_Place_24,"[('good', 'JJ'), ('form', 'NN')]"
A_Quiet_Place_24,"[('The', 'DT'), ('superb', 'NN')]"
A_Quiet_Place_24,"[('actor', 'NN')]"
A_Quiet_Place_24,"[('Hollars', 'NNP')]"
A_Quiet_Place_24,"[('sometime', 'JJ'), ('back', 'NN')]"
A_Quiet_Place_24,"[('the', 'DT'), ('director', 'NN')]"
A_Quiet_Place_24,"[('chair', 'NN')]"
A_Quiet_Place_24,"[('a', 'DT'), ('superlative', 'JJ'), ('horror', 'NN')]"
A_Quiet_Place_24,"[('offering', 'NN')]"
A_Quiet_Place_24,"[('Krasinski', 'NNP')]"
A_Quiet_Place_24,"[('Bryan', 'NNP'), ('Woods', 'NNP')]"
A_Quiet_Place_24,"[('Scott', 'NNP'), ('Beck', 'NNP')]"
A_Quiet_Place_24,"[('a', 'DT'), ('story', 'NN')]"
A_Quiet_Place_24,"[('family', 'NN')]"
A_Quiet_Place_24,"[('fear/dread', 'NN')]"
A_Quiet_Place_24,"[('Place', 'NNP')]"
A_Quiet_Place_24,"[('a', 'DT'), ('horror', 'NN')]"
A_Quiet_Place_24,"[('film', 'NN')]"
A_Quiet_Place_24,"[('trump', 'JJ'), ('card', 'NN')]"
A_Quiet_Place_24,"[('the', 'DT'), ('Writers', 'NNP')]"
A_Quiet_Place_24,"[('a', 'DT'), ('tremendous', 'JJ'), ('heft', 'NN')]"
A_Quiet_Place_24,"[('the', 'DT'), ('family', 'NN')]"
A_Quiet_Place_24,"[('Abbott', 'NNP')]"
A_Quiet_Place_24,"[('a', 'DT'), ('world', 'NN')]"
A_Quiet_Place_24,"[('the', 'DT'), ('tip', 'NN')]"
A_Quiet_Place_24,"[('a', 'DT'), ('sound', 'NN')]"
A_Quiet_Place_24,"[('a', 'DT'), ('brave', 'NN')]"
A_Quiet_Place_24,"[('horror', 'NN')]"
A_Quiet_Place_24,"[('film', 'NN')]"
A_Quiet_Place_24,"[('part', 'NN')]"
A_Quiet_Place_24,"[('silence', 'NN')]"
A_Quiet_Place_24,"[('some', 'DT'), ('repetition', 'NN')]"
A_Quiet_Place_24,"[('glory', 'NN')]"
A_Quiet_Place_24,"[('rock-solid', 'JJ'), ('merit', 'NN')]"
A_Quiet_Place_24,"[('Krasinski', 'NNP')]"
A_Quiet_Place_24,"[('Direction', 'NNP')]"
A_Quiet_Place_24,"[('a', 'DT'), ('scary', 'NN')]"
A_Quiet_Place_24,"[('atmosphere', 'NN')]"
A_Quiet_Place_24,"[('genuine', 'NN')]"
A_Quiet_Place_24,"[('dread', 'NN')]"
A_Quiet_Place_24,"[('silence', 'NN')]"
A_Quiet_Place_24,"[('the', 'DT'), ('film', 'NN')]"
A_Quiet_Place_24,"[('Cinematography', 'NN')]"
A_Quiet_Place_24,"[('Charlotte', 'NNP'), ('Bruus', 'NNP'), ('Christensen', 'NNP')]"
A_Quiet_Place_24,"[('Christopher', 'NNP'), ('Tellefsen', 'NNP')]"
A_Quiet_Place_24,"[('Editing', 'NNP')]"
A_Quiet_Place_24,"[('the', 'DT'), ('film', 'NN')]"
A_Quiet_Place_24,"[('Art', 'NNP')]"
A_Quiet_Place_24,"[('Sound', 'NNP'), ('Design', 'NNP')]"
A_Quiet_Place_24,"[('Design', 'NNP')]"
A_Quiet_Place_24,"[('authenticity', 'NN')]"
A_Quiet_Place_24,"[('the', 'DT'), ('intense', 'NN')]"
A_Quiet_Place_24,"[('Performance-Wise', 'NN')]"
A_Quiet_Place_24,"[('Emily', 'NNP'), ('Blunt', 'NNP')]"
A_Quiet_Place_24,"[('Krasinski', 'NNP')]"
A_Quiet_Place_24,"[('excel', 'NN')]"
A_Quiet_Place_24,"[('Blunt', 'NNP')]"
A_Quiet_Place_24,"[('courage', 'NN')]"
A_Quiet_Place_24,"[('complexity', 'NN')]"
A_Quiet_Place_24,"[('remarkable', 'JJ'), ('conviction', 'NN')]"
A_Quiet_Place_24,"[('Krasinski', 'NNP')]"
A_Quiet_Place_24,"[('part', 'NN')]"
A_Quiet_Place_24,"[('Millicent', 'NNP'), ('Simmonds', 'NNP')]"
A_Quiet_Place_24,"[('Noah', 'NNP'), ('Jupe', 'NNP')]"
A_Quiet_Place_24,"[('the', 'DT'), ('whole', 'NN')]"
A_Quiet_Place_24,"[('A', 'NNP')]"
A_Quiet_Place_24,"[('Place', 'NNP')]"
A_Quiet_Place_24,"[('good', 'JJ'), ('horror', 'NN')]"
A_Quiet_Place_24,"[('film', 'NN')]"
A_Quiet_Place_24,"[('Go', 'NNP')]"
Alien_Covenant_0,"[('Alien', 'NN')]"
Alien_Covenant_0,"[('Covenant', 'NNP')]"
Alien_Covenant_0,"[('a', 'DT'), ('sci-fi', 'JJ'), ('action', 'NN')]"
Alien_Covenant_0,"[('film', 'NN')]"
Alien_Covenant_0,"[('perfect', 'NN')]"
Alien_Covenant_0,"[('the', 'DT'), ('story', 'NN')]"
Alien_Covenant_0,"[('seen', 'NN')]"
Alien_Covenant_0,"[('the', 'DT'), ('crew', 'NN')]"
Alien_Covenant_0,"[('the', 'DT'), ('captain', 'NN')]"
Alien_Covenant_0,"[('command', 'NN')]"
Alien_Covenant_0,"[('land', 'NN')]"
Alien_Covenant_0,"[('an', 'DT'), ('unknown', 'JJ'), ('planet', 'NN')]"
Alien_Covenant_0,"[('analyze', 'NN')]"
Alien_Covenant_0,"[('the', 'DT'), ('soil', 'NN')]"
Alien_Covenant_0,"[('the', 'DT'), ('atmosphere', 'NN')]"
Alien_Covenant_0,"[('android', 'NN')]"
Alien_Covenant_0,"[('report', 'NN')]"
Alien_Covenant_0,"[('the', 'DT'), ('place', 'NN')]"
Alien_Covenant_0,"[('a', 'DT'), ('sick', 'NN')]"
Alien_Covenant_0,"[('crew-member', 'NN')]"
Alien_Covenant_0,"[('partner', 'NN')]"
Alien_Covenant_0,"[('transportation', 'NN')]"
Alien_Covenant_0,"[('return', 'NN')]"
Alien_Covenant_0,"[('the', 'DT'), ('spacecraft', 'NN')]"
Alien_Covenant_0,"[('The', 'DT'), ('pilot', 'NN')]"
Alien_Covenant_0,"[('colonization', 'NN')]"
Alien_Covenant_0,"[('mission', 'NN')]"
Alien_Covenant_0,"[('try', 'NN')]"
Alien_Covenant_0,"[('addition', 'NN')]"
Alien_Covenant_0,"[('the', 'DT'), ('viewer', 'NN')]"
Alien_Covenant_0,"[('My', 'NNP')]"
Alien_Covenant_0,"[('vote', 'NN')]"
Alien_Covenant_0,"[('Title', 'NNP'), ('Brazil', 'NNP')]"
Alien_Covenant_0,"[('Covenant', 'NNP')]"
Alien_Covenant_1,"[('Prometheus', 'NNP')]"
Alien_Covenant_1,"[('film', 'NN')]"
Alien_Covenant_1,"[('an', 'DT'), ('incomprehensible', 'JJ'), ('plot', 'NN')]"
Alien_Covenant_1,"[('the', 'DT'), ('sequel', 'NN')]"
Alien_Covenant_1,"[('Alien', 'NNP'), ('Covenant', 'NNP')]"
Alien_Covenant_1,"[('Prometheus', 'NNP')]"
Alien_Covenant_1,"[('stupidity', 'NN')]"
Alien_Covenant_1,"[('tenfold', 'NN')]"
Alien_Covenant_1,"[('The', 'DT'), ('colony', 'NN')]"
Alien_Covenant_1,"[('ship', 'NN')]"
Alien_Covenant_1,"[('Covenant', 'NNP')]"
Alien_Covenant_1,"[('mission', 'NN')]"
Alien_Covenant_1,"[('a', 'DT'), ('distress', 'NN')]"
Alien_Covenant_1,"[('call', 'NN')]"
Alien_Covenant_1,"[('an', 'DT'), ('earth', 'NN')]"
Alien_Covenant_1,"[('planet', 'NN')]"
Alien_Covenant_1,"[('The', 'DT'), ('crew', 'NN')]"
Alien_Covenant_1,"[('beam', 'NN')]"
Alien_Covenant_1,"[('any', 'DT'), ('protective', 'JJ'), ('clothing', 'NN')]"
Alien_Covenant_1,"[('any', 'DT'), ('adherence', 'NN')]"
Alien_Covenant_1,"[('safety', 'NN')]"
Alien_Covenant_1,"[('quarantine', 'NN')]"
Alien_Covenant_1,"[('Hell', 'NNP')]"
Alien_Covenant_1,"[('any', 'DT'), ('non', 'JJ'), ('slip', 'NN')]"
Alien_Covenant_1,"[('shoes', 'NN')]"
Alien_Covenant_1,"[('character', 'NN')]"
Alien_Covenant_1,"[('relief', 'NN')]"
Alien_Covenant_1,"[('the', 'DT'), ('ship', 'NN')]"
Alien_Covenant_1,"[('the', 'DT'), ('alien', 'NN')]"
Alien_Covenant_1,"[('planet', 'NN')]"
Alien_Covenant_1,"[('The', 'DT'), ('reality', 'NN')]"
Alien_Covenant_1,"[('this', 'DT'), ('planet', 'NN')]"
Alien_Covenant_1,"[('David', 'NNP')]"
Alien_Covenant_1,"[('Prometheus', 'NNP')]"
Alien_Covenant_1,"[('DNA', 'NNP')]"
Alien_Covenant_1,"[('the', 'DT'), ('Xenomorph', 'NNP')]"
Alien_Covenant_1,"[('director', 'NN')]"
Alien_Covenant_1,"[('Ridley', 'NNP'), ('Scott', 'NNP')]"
Alien_Covenant_1,"[('Alien', 'NNP')]"
Alien_Covenant_1,"[('way', 'NN')]"
Alien_Covenant_1,"[('The', 'DT'), ('world', 'NN')]"
Alien_Covenant_1,"[('breath', 'NN')]"
Alien_Covenant_1,"[('Alien', 'NNP')]"
Alien_Covenant_1,"[('Covenant', 'NNP')]"
Alien_Covenant_1,"[('a', 'DT'), ('comedy', 'NN')]"
Alien_Covenant_1,"[('sense', 'NN')]"
Alien_Covenant_2,"[('Covenant', 'NNP')]"
Alien_Covenant_2,"[('Ridley', 'NNP'), ('Scott', 'NNP')]"
Alien_Covenant_2,"[('loved', 'NN')]"
Alien_Covenant_2,"[('Alien', 'NNP')]"
Alien_Covenant_2,"[('the', 'DT'), ('franchise', 'NN')]"
Alien_Covenant_2,"[('intention', 'NN')]"
Alien_Covenant_2,"[('a', 'DT'), ('far', 'JJ'), ('meaner', 'NN')]"
Alien_Covenant_2,"[('conventional', 'JJ'), ('blockbuster', 'NN')]"
Alien_Covenant_2,"[('accept', 'NN')]"
Alien_Covenant_2,"[('this', 'DT'), ('age', 'NN')]"
Alien_Covenant_2,"[('superheroes', 'NN')]"
Alien_Covenant_2,"[('impression', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('surface', 'NN')]"
Alien_Covenant_2,"[('straight', 'JJ'), ('forward', 'NN')]"
Alien_Covenant_2,"[('derivative', 'JJ'), ('retread', 'NN')]"
Alien_Covenant_2,"[('familiar', 'JJ'), ('story', 'JJ'), ('beats', 'NN')]"
Alien_Covenant_2,"[('a', 'DT'), ('ploy', 'NN')]"
Alien_Covenant_2,"[('dissect', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('creator/creation/creature', 'NN')]"
Alien_Covenant_2,"[('dynamic', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('android', 'NN')]"
Alien_Covenant_2,"[('David', 'NNP')]"
Alien_Covenant_2,"[('storyline', 'NN')]"
Alien_Covenant_2,"[('perverse', 'NN')]"
Alien_Covenant_2,"[('conclusion', 'NN')]"
Alien_Covenant_2,"[('a', 'DT'), ('dumb', 'JJ'), ('movie', 'NN')]"
Alien_Covenant_2,"[('nothing', 'NN')]"
Alien_Covenant_2,"[('makes', 'JJ'), ('sense', 'NN')]"
Alien_Covenant_2,"[('conventional', 'JJ'), ('story', 'NN')]"
Alien_Covenant_2,"[('Covenant', 'NNP')]"
Alien_Covenant_2,"[('this', 'DT'), ('review', 'NN')]"
Alien_Covenant_2,"[('btw', 'NN')]"
Alien_Covenant_2,"[('a', 'DT'), ('link', 'NN')]"
Alien_Covenant_2,"[('an', 'DT'), ('article', 'NN')]"
Alien_Covenant_2,"[('explaining', 'NN')]"
Alien_Covenant_2,"[('everything', 'NN')]"
Alien_Covenant_2,"[('clicking', 'NN')]"
Alien_Covenant_2,"[('username', 'NN')]"
Alien_Covenant_2,"[('ironic', 'JJ'), ('religious', 'JJ'), ('subtext', 'NN')]"
Alien_Covenant_2,"[('creation', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('cycle', 'NN')]"
Alien_Covenant_2,"[('creation', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('Gods', 'NNP')]"
Alien_Covenant_2,"[('aka', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('Engineers', 'NNP')]"
Alien_Covenant_2,"[('David', 'NNP'), ('David', 'NNP')]"
Alien_Covenant_2,"[('turn', 'NN')]"
Alien_Covenant_2,"[('order', 'NN')]"
Alien_Covenant_2,"[('something', 'NN')]"
Alien_Covenant_2,"[('mean', 'JJ'), ('spirited', 'JJ'), ('continuation/escalation', 'NN')]"
Alien_Covenant_2,"[('that', 'DT'), ('cycle', 'NN')]"
Alien_Covenant_2,"[('beware', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('whole', 'JJ'), ('movie', 'NN')]"
Alien_Covenant_2,"[('follow', 'NN')]"
Alien_Covenant_2,"[('David', 'NNP')]"
Alien_Covenant_2,"[('ambition', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('jump', 'NN')]"
Alien_Covenant_2,"[('creation', 'NN')]"
Alien_Covenant_2,"[('creator', 'NN')]"
Alien_Covenant_2,"[('nothing', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('Gods', 'NNP')]"
Alien_Covenant_2,"[('kind', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('mad', 'NN')]"
Alien_Covenant_2,"[('scientist', 'NN')]"
Alien_Covenant_2,"[('mad', 'JJ'), ('killer', 'NN')]"
Alien_Covenant_2,"[('robot', 'NN')]"
Alien_Covenant_2,"[('department', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('Gods', 'NNP')]"
Alien_Covenant_2,"[('the', 'DT'), ('unworthy', 'JJ'), ('machine', 'NN')]"
Alien_Covenant_2,"[('class', 'NN')]"
Alien_Covenant_2,"[('creation', 'NN')]"
Alien_Covenant_2,"[('Paradise/Heaven', 'NNP')]"
Alien_Covenant_2,"[('the', 'DT'), ('sole', 'NN')]"
Alien_Covenant_2,"[('creator', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('status', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('cycle', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('film', 'NN')]"
Alien_Covenant_2,"[('story', 'NN')]"
Alien_Covenant_2,"[('pacing', 'NN')]"
Alien_Covenant_2,"[('ambition', 'NN')]"
Alien_Covenant_2,"[('Covenant', 'NNP')]"
Alien_Covenant_2,"[('a', 'DT'), ('fascinating', 'NN')]"
Alien_Covenant_2,"[('hybrid', 'NN')]"
Alien_Covenant_2,"[('somehow', 'NN')]"
Alien_Covenant_2,"[('running', 'JJ'), ('time', 'NN')]"
Alien_Covenant_2,"[('Alien', 'NNP')]"
Alien_Covenant_2,"[('terrain', 'NN')]"
Alien_Covenant_2,"[('a', 'DT'), ('brooding', 'NN')]"
Alien_Covenant_2,"[('Gothic', 'NNP')]"
Alien_Covenant_2,"[('horror', 'NN')]"
Alien_Covenant_2,"[('film', 'NN')]"
Alien_Covenant_2,"[('a', 'DT'), ('while', 'NN')]"
Alien_Covenant_2,"[('conventional', 'JJ'), ('sci-fi/action', 'NN')]"
Alien_Covenant_2,"[('film', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('Gothic', 'NNP')]"
Alien_Covenant_2,"[('part', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('film', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('man-made', 'JJ'), ('monster/creature', 'NN')]"
Alien_Covenant_2,"[('David', 'NNP')]"
Alien_Covenant_2,"[('the', 'DT'), ('role', 'NN')]"
Alien_Covenant_2,"[('Dr.', 'NNP'), ('Frankenstein', 'NNP')]"
Alien_Covenant_2,"[('own', 'JJ'), ('design', 'NN')]"
Alien_Covenant_2,"[('reflect', 'NN')]"
Alien_Covenant_2,"[('reveal', 'NN')]"
Alien_Covenant_2,"[('David', 'NNP')]"
Alien_Covenant_2,"[('creator', 'NN')]"
Alien_Covenant_2,"[('curiosity', 'NN')]"
Alien_Covenant_2,"[('ego', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('urge', 'NN')]"
Alien_Covenant_2,"[('a', 'DT'), ('machine', 'NN')]"
Alien_Covenant_2,"[('a', 'DT'), ('logic', 'NN')]"
Alien_Covenant_2,"[('alien', 'JJ'), ('pun', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('Xenomorph', 'NNP')]"
Alien_Covenant_2,"[('lethal', 'NN')]"
Alien_Covenant_2,"[('Which', 'NNP')]"
Alien_Covenant_2,"[('complete', 'JJ'), ('sense', 'NN')]"
Alien_Covenant_2,"[('David', 'NNP')]"
Alien_Covenant_2,"[('designer', 'NN')]"
Alien_Covenant_2,"[('this', 'DT'), ('perfect', 'NN')]"
Alien_Covenant_2,"[('machine-like', 'JJ'), ('organism', 'NN')]"
Alien_Covenant_2,"[('Swiss', 'NNP')]"
Alien_Covenant_2,"[('artist', 'NN')]"
Alien_Covenant_2,"[('H.R', 'NNP')]"
Alien_Covenant_2,"[('Giger', 'NNP')]"
Alien_Covenant_2,"[('Alien', 'NNP')]"
Alien_Covenant_2,"[('a', 'DT'), ('reason', 'NN')]"
Alien_Covenant_2,"[('Covenant', 'NNP')]"
Alien_Covenant_2,"[('David', 'NNP')]"
Alien_Covenant_2,"[('humanity', 'NN')]"
Alien_Covenant_2,"[('ultimate', 'JJ'), ('adversary', 'NN')]"
Alien_Covenant_2,"[('fact', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('purpose', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('story', 'NN')]"
Alien_Covenant_2,"[('told', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('film', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('Devil', 'NNP')]"
Alien_Covenant_2,"[('Satan', 'NNP')]"
Alien_Covenant_2,"[('John', 'NNP'), ('Milton', 'NNP')]"
Alien_Covenant_2,"[('epic', 'NN')]"
Alien_Covenant_2,"[('poem', 'NN')]"
Alien_Covenant_2,"[('Lost', 'NNP')]"
Alien_Covenant_2,"[('the', 'DT'), ('Devil', 'NNP')]"
Alien_Covenant_2,"[('this', 'DT'), ('tale', 'NN')]"
Alien_Covenant_2,"[('life', 'NN')]"
Alien_Covenant_2,"[('HIS', 'NNP')]"
Alien_Covenant_2,"[('own', 'JJ'), ('image', 'NN')]"
Alien_Covenant_2,"[('REAL', 'JJ'), ('image', 'NN')]"
Alien_Covenant_2,"[('David', 'NNP')]"
Alien_Covenant_2,"[('interaction', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('Xenomorph', 'NNP')]"
Alien_Covenant_2,"[('the', 'DT'), ('ultimate', 'JJ'), ('demon', 'JJ'), ('sprung', 'NN')]"
Alien_Covenant_2,"[('straight', 'NN')]"
Alien_Covenant_2,"[('Hell', 'NNP')]"
Alien_Covenant_2,"[('Covenant', 'NNP')]"
Alien_Covenant_2,"[('a', 'DT'), ('riff', 'NN')]"
Alien_Covenant_2,"[('Milton', 'NNP')]"
Alien_Covenant_2,"[('Lost', 'NNP')]"
Alien_Covenant_2,"[('surprising', 'JJ'), ('aspect', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('film', 'NN')]"
Alien_Covenant_2,"[('David', 'NNP')]"
Alien_Covenant_2,"[('story-line', 'NN')]"
Alien_Covenant_2,"[('Satan', 'NNP')]"
Alien_Covenant_2,"[('quite', 'JJ'), ('literal', 'JJ'), ('ascent', 'NN')]"
Alien_Covenant_2,"[('Heaven', 'NNP'), ('Paradise', 'NNP')]"
Alien_Covenant_2,"[('the', 'DT'), ('Gods', 'NNP')]"
Alien_Covenant_2,"[('own', 'JJ'), ('rule', 'NN')]"
Alien_Covenant_2,"[('Hell', 'NNP')]"
Alien_Covenant_2,"[('the', 'DT'), ('age', 'NN')]"
Alien_Covenant_2,"[('man', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('film', 'NN')]"
Alien_Covenant_2,"[('title', 'NN')]"
Alien_Covenant_2,"[('Paradise', 'NNP'), ('Lost', 'NNP')]"
Alien_Covenant_2,"[('the', 'DT'), ('film', 'NN')]"
Alien_Covenant_2,"[('admit', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('texture', 'NN')]"
Alien_Covenant_2,"[('conventional', 'JJ'), ('blockbuster', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('end', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('film', 'NN')]"
Alien_Covenant_2,"[('David', 'NNP')]"
Alien_Covenant_2,"[('the', 'DT'), ('spaceship', 'NN')]"
Alien_Covenant_2,"[('Covenant', 'NNP')]"
Alien_Covenant_2,"[('a', 'DT'), ('perverted', 'JJ'), ('version', 'NN')]"
Alien_Covenant_2,"[('Noah', 'NNP')]"
Alien_Covenant_2,"[('Arch', 'NNP')]"
Alien_Covenant_2,"[('a', 'DT'), ('new', 'JJ'), ('world', 'NN')]"
Alien_Covenant_2,"[('new', 'JJ'), ('version', 'NN')]"
Alien_Covenant_2,"[('Genesis', 'NNP')]"
Alien_Covenant_2,"[('a', 'DT'), ('new', 'JJ'), ('religion', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('Bible', 'NNP')]"
Alien_Covenant_2,"[('a', 'DT'), ('mad', 'NN')]"
Alien_Covenant_2,"[('killer', 'NN')]"
Alien_Covenant_2,"[('a', 'DT'), ('god', 'NN')]"
Alien_Covenant_2,"[('complex', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('Lovecraftian', 'JJ'), ('nightmare', 'NN')]"
Alien_Covenant_2,"[('version', 'NN')]"
Alien_Covenant_2,"[('Earth', 'NNP')]"
Alien_Covenant_2,"[('a', 'DT'), ('sequel', 'NN')]"
Alien_Covenant_2,"[('madness', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('logical', 'JJ'), ('next', 'JJ'), ('step', 'NN')]"
Alien_Covenant_2,"[('the', 'DT'), ('human', 'NN')]"
Alien_Covenant_2,"[('an', 'DT'), ('angry', 'JJ'), ('god', 'NN')]"
Alien_Covenant_2,"[('humanity', 'NN')]"
Alien_Covenant_2,"[('Heaven', 'NNP')]"
Alien_Covenant_2,"[('all', 'DT'), ('dead', 'NN')]"
Alien_Covenant_2,"[('Covenant', 'NNP')]"
Alien_Covenant_2,"[('the', 'DT'), ('Devil', 'NNP')]"
Alien_Covenant_2,"[('newly', 'NN')]"
Alien_Covenant_2,"[('Hell', 'NNP')]"
Alien_Covenant_2,"[('My', 'NNP')]"
Alien_Covenant_2,"[('suggestion', 'NN')]"
Alien_Covenant_2,"[('a', 'DT'), ('title', 'NN')]"
Alien_Covenant_2,"[('Genesis', 'NNP')]"
Alien_Covenant_2,"[('Favorite', 'NNP')]"
Alien_Covenant_2,"[('IMDb.com/list/mkjOKvqlSBs/', 'NNP')]"
Alien_Covenant_2,"[('Favorite', 'NNP'), ('Low-Budget', 'NNP')]"
Alien_Covenant_2,"[('B-Movies', 'NNP')]"
Alien_Covenant_2,"[('Favorite', 'NNP'), ('TV-Shows', 'NNP')]"
Alien_Covenant_3,"[('the', 'DT'), ('debacle', 'NN')]"
Alien_Covenant_3,"[('Prometheus', 'NNP')]"
Alien_Covenant_3,"[('Ridley', 'NNP'), ('Scott', 'NNP')]"
Alien_Covenant_3,"[('a', 'DT'), ('master', 'NN')]"
Alien_Covenant_3,"[('Alien', 'NNP')]"
Alien_Covenant_3,"[('story', 'NN')]"
Alien_Covenant_3,"[('problem', 'NN')]"
Alien_Covenant_3,"[('Prometheus', 'NNP')]"
Alien_Covenant_3,"[('the', 'DT'), ('collection', 'NN')]"
Alien_Covenant_3,"[('weirdos', 'NN')]"
Alien_Covenant_3,"[('the', 'DT'), ('crew', 'NN')]"
Alien_Covenant_3,"[('Mr', 'NNP'), ('Scott', 'NNP')]"
Alien_Covenant_3,"[('this', 'DT'), ('time', 'NN')]"
Alien_Covenant_3,"[('round', 'NN')]"
Alien_Covenant_3,"[('Errr', 'NNP')]"
Alien_Covenant_3,"[('a', 'DT'), ('crew', 'NN')]"
Alien_Covenant_3,"[('THE', 'NNP'), ('MOST', 'NNP')]"
Alien_Covenant_3,"[('a', 'DT'), ('crew', 'NN')]"
Alien_Covenant_3,"[('primary', 'JJ'), ('mission', 'NN')]"
Alien_Covenant_3,"[('destination', 'NN')]"
Alien_Covenant_3,"[('a', 'DT'), ('new', 'JJ'), ('planet', 'NN')]"
Alien_Covenant_3,"[('chance', 'NN')]"
Alien_Covenant_3,"[('the', 'DT'), ('start', 'NN')]"
Alien_Covenant_3,"[('disbelief', 'NN')]"
Alien_Covenant_3,"[('let', 'NN')]"
Alien_Covenant_3,"[('risk', 'NN')]"
Alien_Covenant_3,"[('land', 'NN')]"
Alien_Covenant_3,"[('this', 'DT'), ('new', 'JJ'), ('unknown', 'NN')]"
Alien_Covenant_3,"[('planet', 'NN')]"
Alien_Covenant_3,"[('premise', 'NN')]"
Alien_Covenant_3,"[('TOTALLY', 'NNP')]"
Alien_Covenant_3,"[('the', 'DT'), ('need', 'NN')]"
Alien_Covenant_3,"[('any', 'DT'), ('protective', 'JJ'), ('clothing', 'NN')]"
Alien_Covenant_3,"[('no', 'DT'), ('breathing', 'NN')]"
Alien_Covenant_3,"[('equipment', 'NN')]"
Alien_Covenant_3,"[('nothing', 'NN')]"
Alien_Covenant_3,"[('any', 'DT'), ('alien', 'NN')]"
Alien_Covenant_3,"[('pathogens', 'NN')]"
Alien_Covenant_3,"[('Good', 'JJ'), ('thinking', 'NN')]"
Alien_Covenant_3,"[('a', 'DT'), ('choice', 'NN')]"
Alien_Covenant_3,"[('an', 'DT'), ('android', 'NN')]"
Alien_Covenant_3,"[('the', 'DT'), ('entire', 'JJ'), ('human', 'NN')]"
Alien_Covenant_3,"[('crew', 'NN')]"
Alien_Covenant_3,"[('no', 'DT'), ('protective', 'NN')]"
